latitude,longitude,altitude,geometry,report_num,date,crime_class,crime,location,address,city,state,status
39.173057,-86.519771,,Point,142943,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,FEE LANE PARKING GARAGE,na,Bloomington,Indiana,INACTIVE
39.17205,-86.501796,,Point,142894,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CYBERINFRASTRUCTURE BUILDING,na,Bloomington,Indiana,
39.170414,-86.521713,,Point,142812,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FORREST AVE./SOUTH OF 10T,na,Bloomington,Indiana,
39.1832429,-86.5265551,,Point,142770,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MELLENCAMP SPORT BLDG,na,Bloomington,Indiana,Closed No Arrest
39.165386,-86.5174,,Point,142762,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,SPEECH & HEARING CLINIC,na,Bloomington,Indiana,Closed By Arrest
39.1799123,-86.510345,,Point,142749,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,SIGMA DELTA TAU,na,Bloomington,Indiana,
39.189713,-86.523021,,Point,142692,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CYCLOTRON (ISAT),na,Bloomington,Indiana,Closed No Arrest
39.158559,-86.522636,,Point,142666,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/SOUTH OF,na,Bloomington,Indiana,Closed No Arrest
39.167889,-86.52151,,Point,142658,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,IMU PAY LOT #1,na,Bloomington,Indiana,INACTIVE
39.173441,-86.512295,,Point,142644,September,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,SRSC PARKING LOT,na,Bloomington,Indiana,Closed No Arrest
39.167889,-86.52151,,Point,142639,September,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IMU PAY LOT #1,na,Bloomington,Indiana,
39.176406,-86.520291,,Point,142638,September,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MCNUTT QUAD BACK LOT,na,Bloomington,Indiana,
39.17166,-86.526971,,Point,133404,December,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,INDIANA AVENUE/NORTH OF 1OTH STR,na,Bloomington,Indiana,Closed No Arrest
39.171712,-86.509452,,Point,133401,November,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,UNION STREET/NORTH OF 10TH,na,Bloomington,Indiana,
39.1780481,-86.5110001,,Point,133392,November,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,LINGLEBACH LANE/EAST OF JORDAN,na,Bloomington,Indiana,Closed By Arrest
39.167889,-86.52151,,Point,133388,November,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,IMU PAY LOT #1,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,133377,November,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,Closed No Arrest
39.171006,-86.516805,,Point,133371,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WELLS LIBRARY,na,Bloomington,Indiana,Closed No Arrest
39.163728,-86.518853,,Point,133323,November,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,DELTA UPSILON,na,Bloomington,Indiana,
39.170797,-86.507955,,Point,133322,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN PARKING LOT,na,Bloomington,Indiana,Closed By Arrest
39.158559,-86.522636,,Point,133320,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/SOUTH OF,na,Bloomington,Indiana,Closed By Arrest
39.165913,-86.516175,,Point,133300,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,READ QUAD WEST PARKING LOT,na,Bloomington,Indiana,Closed No Arrest
